Date	Ping	Down	Up
20160704 03:30:00	12.61	94.41	26.59
20160704 04:00:00	13.402	94.36	27.96
20160704 04:30:00	13.324	94.13	24.25
20160704 05:00:00	13.564	94.32	25.97
20160704 05:30:00	11.61	94.40	27.20
20160704 06:00:00	11.462	94.24	27.30
20160704 06:30:00	12.259	93.76	28.60
20160704 07:00:00	13.454	94.37	26.65
20160704 07:30:00	12.754	94.35	25.43
20160704 08:00:00	12.836	91.27	27.33
20160704 08:30:00	14.285	86.29	26.02
20160704 09:00:00	15.832	85.99	27.40
20160704 09:30:00	16.978	59.62	21.01
20160704 10:00:00	13.329	78.66	23.20
20160704 10:30:00	13.489	65.05	23.71
20160704 11:00:01	13.65	40.23	12.48
20160704 11:30:00	28.761	45.41	23.74
20160704 12:00:00	33.194	17.93	12.28
20160704 12:30:00	198.705	17.21	18.43
20160704 13:00:00	372.283	8.62	16.52
20160704 13:30:00	27.493	5.38	18.22
20160704 14:00:00	not	configuration:	
20160704 14:30:00	24.078	23.29	19.59
20160704 15:00:00			
20160704 15:30:00	45.433	2.29	12.90
20160704 16:00:00	not	configuration:	
20160704 16:30:00			
20160704 17:00:00	191.691	6.38	17.88
20160704 17:30:01			
20160704 18:00:00			
20160704 18:30:00			
20160704 19:00:00			
20160704 19:30:00			
20160704 20:00:01	not	configuration:	
20160704 20:30:00			
20160704 21:00:00			
20160704 21:30:00			
20160704 22:00:00	276.599	0.65	9.11
20160704 22:30:01			
20160704 23:00:00			
20160704 23:30:00	26.162	3.85	12.64
20160705 00:00:00	not	configuration:	
20160705 00:30:00	190.241	48.21	23.02
20160705 01:00:00	15.719	48.98	21.35
20160705 01:30:00	12.821	87.65	24.51
20160705 02:00:00	13.46	93.34	28.36
20160705 02:30:00	13.257	94.08	29.76
20160705 03:00:00	12.89	93.44	28.43
20160705 03:30:00	13.519	93.63	28.49
20160705 04:00:00	12.902	94.11	26.08
20160705 04:30:00	13.248	94.50	29.18
20160705 05:00:00	12.933	94.46	28.91
20160705 05:30:00	14.961	94.37	28.40
20160705 06:00:00	12.835	94.26	26.25
20160705 06:30:00	13.093	94.30	27.78
20160705 07:00:00	12.865	94.35	27.21
20160705 07:30:00	12.745	92.67	28.35
20160705 08:00:00	13.15	94.01	25.82
20160705 08:30:01	12.833	92.99	26.01
20160705 09:00:00	16.985	86.34	26.33
20160705 09:30:00	12.953	83.22	26.12
20160705 10:00:00	14.634	67.59	28.35
20160705 10:30:00	15.052	58.24	19.73
20160705 11:00:00	13.845	51.15	17.52
20160705 11:30:00	19.598	69.02	24.03
20160705 12:00:00	16.892	38.49	21.61
20160705 12:30:00	189.158	21.47	16.04
20160705 13:00:00	17.142	41.02	20.14
20160705 13:30:00	20.336	30.35	19.51
20160705 14:00:00	25.676	32.27	20.69
20160705 14:30:00	17.379	25.71	19.90
20160705 15:00:00			
20160705 15:30:00	206.912	9.87	17.23
20160705 16:00:00	200.969	6.09	15.46
20160705 16:30:00	95.685	3.12	9.08
20160705 17:00:00			
20160705 17:30:00			
20160705 18:00:00			
20160705 18:30:00			
20160705 19:00:00	28.068	2.12	16.09
20160705 19:30:00			
20160705 20:00:00			
20160705 20:30:00	667.822	0.50	10.86
20160705 21:00:00	not	configuration:	
20160705 21:30:00	23.019	0.63	1.53
20160705 22:00:00	30.334	1.44	9.01
20160705 22:30:01	25.118	5.39	14.03
20160705 23:00:00	40.592	3.98	15.10
20160705 23:30:00	43.378	2.31	13.87
20160706 00:00:00	189.286	11.96	16.52
20160706 00:30:00	21.087	30.21	19.18
20160706 01:00:00	30.018	12.20	15.32
20160706 01:30:00	23.019	18.54	17.46
20160706 02:00:01	27.668	31.31	20.22
20160706 02:30:00	14.603	89.50	26.97
20160706 03:00:00	13.545	85.82	25.76
20160706 03:30:00	13.405	94.44	26.29
20160706 04:00:00	13.411	94.35	25.90
20160706 04:30:00	13.559	76.33	25.87
20160706 05:00:00	12.956	93.86	26.49
20160706 05:30:00	13.015	94.33	27.17
20160706 06:00:00	12.85	94.37	26.64
20160706 06:30:00	12.815	94.37	26.51
20160706 07:00:00	12.73	94.45	28.24
20160706 07:30:00	13.074	94.40	27.77
20160706 08:00:01	not	configuration:	
20160706 08:30:00	13.91	85.41	26.76
20160706 09:00:00	27.749	83.45	24.57
20160706 09:30:00	14.596	81.99	25.59
20160706 10:00:00	23.107	73.04	24.64
20160706 10:30:00	14.694	73.10	25.00
20160706 11:00:00	17.585	45.11	27.76
20160706 11:30:00	13.039	64.31	27.29
20160706 12:00:00	16.68	38.13	1.89
20160706 12:30:00	208.85	6.43	17.16
20160706 13:00:00	19.99	25.25	19.23
20160706 13:30:00	13.558	26.66	24.91
20160706 14:00:00	361.547	10.48	12.36
20160706 14:30:00	238.99	1.77	11.37
20160706 15:00:00	33.68	12.94	13.36
20160706 15:30:00	23.619	3.23	12.64
20160706 16:00:00	315.455	0.61	7.58
20160706 16:30:00	error	error	error
20160706 17:00:00	273.313	0.74	8.49
20160706 17:30:00	64.785	2.52	10.81
20160706 18:00:00	23.862	1.86	12.61
20160706 18:30:00	154.187	7.74	13.08
20160706 19:00:00	251.657	1.33	4.68
20160706 19:30:00	error	error	error
20160706 20:00:00	693.487	0.48	8.51
20160706 20:30:00	error	error	error
20160706 21:00:00	error	error	error
20160706 21:30:00	95.958	0.24	9.24
20160706 22:00:01	error	error	error
20160706 22:30:00	error	error	error
20160706 23:00:01	86.193	0.65	2.16
20160706 23:30:00	23.124	5.08	16.11
20160707 00:00:00	19.444	41.37	22.77
20160707 00:30:00	22.489	29.99	23.42
20160707 01:00:00	81.661	72.21	23.86
20160707 01:30:00	12.25	88.58	27.39
20160707 02:00:01	14.077	79.12	27.43
20160707 02:30:00	13.484	82.52	25.56
20160707 03:00:00	13.133	91.95	25.66
20160707 03:30:01	12.87	88.04	27.05
20160707 04:00:01	12.736	90.14	26.13
20160707 04:30:01	12.442	92.88	24.96
20160707 05:00:00	12.496	92.38	27.64
20160707 05:30:00	13.006	91.48	28.57
20160707 06:00:00	13.093	93.72	28.64
20160707 06:30:01	11.696	82.46	26.59
20160707 07:00:00	13.074	94.11	28.85
20160707 07:30:00	13.098	87.01	24.67
20160707 08:00:01	14.06	82.81	26.79
20160707 08:30:00	12.783	90.35	27.52
20160707 09:00:00	12.496	85.97	25.92
20160707 09:30:00	25.448	28.84	23.55
20160707 10:00:00	192.841	43.65	25.00
20160707 10:30:00	14.085	56.01	23.75
20160707 11:00:00	26.172	89.39	26.71
20160707 11:30:00	21.458	39.57	21.14
20160707 12:00:00	13.979	58.05	25.45
20160707 12:30:00	17.348	54.54	22.05
20160707 13:00:00	31.052	44.82	18.91
20160707 13:30:01	41.849	25.55	14.65
20160707 14:00:00	19.11	41.03	17.90
20160707 14:30:01	19.329	16.07	18.23
20160707 15:00:01	error	error	error
20160707 15:30:00	245.252	6.18	15.33
20160707 16:00:00	73.149	4.31	16.59
20160707 16:30:00	error	error	error
20160707 17:00:01	error	error	error
20160707 17:30:00	291.262	6.74	16.70
20160707 18:00:00	26.031	88.81	21.25
20160707 18:30:00	14.231	92.89	22.09
20160707 19:00:00	17.542	91.43	27.31
20160707 19:30:00	17.751	91.80	26.19
20160707 20:00:00	error	error	error
20160707 20:30:00	15.288	91.17	21.33
20160707 21:00:01	14.979	87.98	28.78
20160707 21:30:00	14.921	91.75	26.19
20160707 22:00:00	18.374	89.48	24.04
20160707 22:30:00	14.026	91.31	26.20
20160707 23:00:00	17.744	92.14	22.31
20160707 23:30:00	14.338	91.77	26.90
20160708 00:00:00	16.257	91.99	24.56
20160708 00:30:00	13.526	91.28	22.86
20160708 01:00:01	13.302	89.49	22.74
20160708 01:30:00	12.265	92.95	25.51
20160708 02:00:00	14.121	93.09	26.11
20160708 02:30:00	13.6	93.22	28.06
20160708 03:00:00	14.545	93.31	24.35
20160708 03:30:00	12.93	93.81	27.61
20160708 04:00:00	14.112	94.23	24.76
20160708 04:30:00	12.909	94.20	24.98
20160708 05:00:00	12.919	94.24	23.13
20160708 05:30:00	13.157	94.43	29.01
20160708 06:00:00	13.39	94.40	24.71
20160708 06:30:00	13.934	75.70	23.60
20160708 07:00:00	14.285	94.41	27.00
20160708 07:30:00	13.592	94.11	25.61
20160708 08:00:00	12.768	94.12	27.30
20160708 08:30:01	12.23	93.20	24.20
20160708 09:00:00	14.269	91.06	25.43
20160708 09:30:00	17.498	93.64	26.78
20160708 10:00:00	19.202	92.96	23.72
20160708 10:30:00	16.555	90.95	26.59
20160708 11:00:00	24.268	89.27	24.03
20160708 11:30:00	16.787	88.18	24.36
20160708 12:00:00	13.907	90.49	24.90
20160708 12:30:00	14.905	83.48	23.61
20160708 13:00:00	15.337	83.74	25.39
20160708 13:30:00	14.624	89.16	26.03
20160708 14:00:00	error	error	error
20160708 14:30:00	16.315	90.35	26.10
20160708 15:00:00	13.79	93.59	20.55
20160708 15:30:00	16.123	90.64	26.41
20160708 16:00:00	15.792	92.26	25.42
20160708 16:30:00	18.914	92.28	24.20
20160708 17:00:00	20.984	93.28	26.09
20160708 17:30:00	15.936	93.21	24.51
20160708 18:00:00	13.53	92.67	26.15
20160708 18:30:01	17.746	91.52	27.10
20160708 19:00:00	15.308	91.33	27.95
20160708 19:30:00	13.475	91.91	26.21
20160708 20:00:00	14.658	89.14	25.58
20160708 20:30:00	16.822	91.86	24.49
20160708 21:00:01	14.54	89.75	25.36
20160708 21:30:01	16.56	91.47	26.73
20160708 22:00:00	14.352	91.25	27.18
20160708 22:30:00	15.75	91.64	24.72
20160708 23:00:01	25.841	90.40	25.67
20160708 23:30:00	14.693	90.67	24.50
20160709 00:00:00	14.799	92.24	24.57
20160709 00:30:00	13.731	91.84	24.14
20160709 01:00:00	15.107	91.00	21.68
20160709 01:30:00	16.592	92.11	27.25
20160709 02:00:00	13.643	92.34	25.38
20160709 02:30:00	13.109	91.65	23.67
20160709 03:00:00	13.23	92.57	24.18
20160709 03:30:00	14.702	91.77	23.35
20160709 04:00:00	13.082	91.73	22.07
20160709 04:30:00	23.701	92.66	25.19
20160709 05:00:00	to	of	timed
20160709 05:30:00	13.295	93.57	26.54
20160709 06:00:00	to	of	timed
20160709 06:30:00	13.586	93.33	24.64
20160709 07:00:00	13.989	93.09	24.28
20160709 07:30:00	13.828	92.85	23.93
20160709 08:00:00	13.027	92.29	25.73
20160709 08:30:00	14.501	92.65	20.91
20160709 09:00:00	13.425	92.48	26.71
20160709 09:30:00	22.921	91.11	20.11
20160709 10:00:00	15.535	91.26	23.86
20160709 10:30:01	14.141	92.95	22.33
20160709 11:00:00	15.697	92.07	27.31
20160709 11:30:00	13.839	92.36	28.63
20160709 12:00:00	to	of	timed
20160709 12:30:00	13.646	92.19	25.93
20160709 13:00:01	14.549	92.14	28.11
20160709 13:30:01	23.382	92.11	24.15
20160709 14:00:00	to	of	timed
20160709 14:30:00	19.124	93.74	27.48
20160709 15:00:00	14.397	90.22	24.97
20160709 15:30:00	16.224	89.33	24.13
20160709 16:00:00	14.76	91.31	24.28
20160709 16:30:00	20.479	89.78	26.72
20160709 17:00:01	15.384	91.69	23.92
20160709 17:30:00	20.759	92.89	25.78
20160709 18:00:00	18.965	93.01	26.07
20160709 18:30:00	13.459	90.89	24.18
20160709 19:00:00	18.294	92.29	27.18
20160709 19:30:00	14.148	92.15	24.79
20160709 20:00:00	16.305	92.43	23.89
20160709 20:30:00	18.16	91.36	23.78
20160709 21:00:00	to	of	timed
20160709 21:30:00	16.27	89.47	22.91
20160709 22:00:00	to	of	timed
20160709 22:30:00	21.386	91.57	26.02
20160709 23:00:00	to	of	timed
20160709 23:30:01	to	of	timed
20160710 00:00:00	to	of	timed
20160710 00:30:00	20.66	90.66	28.08
20160710 01:00:00	13.823	92.09	25.24
20160710 01:30:00	15.718	92.72	25.68
20160710 02:00:00	to	of	timed
20160710 02:30:00	13.102	92.22	27.01
20160710 03:00:00	14.314	93.28	26.91
20160710 03:30:00	14.255	93.51	29.37
20160710 04:00:00	14.588	93.98	24.09
20160710 04:30:00	13.952	94.46	23.16
20160710 05:00:00	13.136	94.20	24.85
20160710 05:30:00	12.853	94.42	24.33
20160710 06:00:01	12.897	94.04	24.81
20160710 06:30:00	13.887	94.30	25.24
20160710 07:00:00	13.451	94.26	27.81
20160710 07:30:00	13.403	93.73	26.77
20160710 08:00:00	14.22	93.40	27.37
20160710 08:30:00	13.558	92.69	26.66
20160710 09:00:00	14.372	92.36	24.06
20160710 09:30:00	13.713	92.53	24.21
20160710 10:00:00	16.153	90.83	24.03
20160710 10:30:00	23.756	91.47	25.55
20160710 11:00:00	14.726	90.84	24.30
20160710 11:30:00	13.396	93.61	29.27
20160710 12:00:00	86.62	93.40	26.10
20160710 12:30:00	13.669	93.11	25.83
20160710 13:00:00	14.387	93.26	23.71
20160710 13:30:00	13.553	93.04	27.89
20160710 14:00:00	13.401	90.89	26.13
20160710 14:30:00	13.447	92.95	27.17
20160710 15:00:00	17.053	93.07	25.22
20160710 15:30:00	13.941	92.51	28.90
20160710 16:00:00	16.625	93.46	26.29
20160710 16:30:00	14.74	91.82	25.58
20160710 17:00:00	14.242	92.98	27.43
20160710 17:30:00	17.731	92.79	25.65
20160710 18:00:00	18.161	92.31	26.52
20160710 18:30:01	29.162	92.77	26.87
20160710 19:00:00	19.317	92.79	27.26
20160710 19:30:00	15.672	92.49	26.52
20160710 20:00:00	14.905	92.62	23.31
20160710 20:30:00	14.317	92.67	26.96
20160710 21:00:00	14.489	91.73	25.66
20160710 21:30:00	11.718	89.15	27.79
20160710 22:00:00	27.707	92.06	20.87
20160710 22:30:00	14.538	91.60	25.97
20160710 23:00:00	21.606	92.72	22.13
20160710 23:30:00	18.895	92.99	24.69
20160711 00:00:00	16.618	92.23	23.93
20160711 00:30:01	15.579	92.15	24.84
20160711 01:00:00	30.971	87.13	22.40
20160711 01:30:00	14.111	92.78	26.65
20160711 02:00:00	14.409	88.53	24.79
20160711 02:30:00	15.09	91.48	24.76
20160711 03:00:01	17.298	93.70	25.77
20160711 03:30:00	14.886	93.35	26.37
20160711 04:00:00	18.504	94.43	24.04
20160711 04:30:00	13.554	94.22	23.28
20160711 05:00:00	13.506	94.19	28.04
20160711 05:30:00	13.681	94.45	26.06
20160711 06:00:00	14.15	94.38	27.86
20160711 06:30:01	13.284	93.87	27.37
20160711 07:00:00	14.176	94.43	24.07
20160711 07:30:00	13.123	93.28	26.31
20160711 08:00:00	13.682	93.73	26.59
20160711 08:30:00	12.908	94.49	27.60
20160711 09:00:00	13.148	94.22	26.27
20160711 09:30:00	14.533	85.11	26.53
20160711 10:00:00	13.023	89.75	26.54
20160711 10:30:00	12.903	93.77	28.10
20160711 11:00:00	14.185	91.34	26.60
20160711 11:30:00	13.921	93.01	23.58
20160711 12:00:00	13.019	90.43	23.61
20160711 12:30:00	13.271	93.14	27.96
20160711 13:00:00	12.799	93.28	30.35
20160711 13:30:00	14.337	93.35	25.01
20160711 14:00:00	error	error	error
20160711 14:30:00	14.081	90.36	23.87
20160711 15:00:00	13.359	93.33	27.20
20160711 15:30:00	14.174	92.90	24.49
20160711 16:00:01	13.927	93.02	25.89
20160711 16:30:00	14.179	92.16	26.12
20160711 17:00:00	13.664	93.35	28.78
20160711 17:30:01	14.684	93.62	26.08
20160711 18:00:00	13.79	92.97	26.58
20160711 18:30:00	15.8	92.41	24.51
20160711 19:00:00	14.214	93.25	24.83
20160711 19:30:00	15.321	91.99	24.28
20160711 20:00:00	14.496	93.57	26.54
20160711 20:30:00	15.901	91.92	21.79
20160711 21:00:00	14.226	92.50	24.99
20160711 21:30:00	88.452	92.94	28.68
20160711 22:00:00	14.622	92.80	26.88
20160711 22:30:00	18.554	93.45	24.64
20160711 23:00:00	15.238	92.14	25.83
20160711 23:30:00	19.581	93.54	25.87
20160712 00:00:00	14.173	93.06	24.24
20160712 00:30:00	13.612	92.38	21.66
20160712 01:00:00	13.318	91.14	26.63
20160712 01:30:00	13.606	92.48	29.25
20160712 02:00:01	13.17	91.27	25.89
20160712 02:30:00	12.874	92.83	26.28
20160712 03:00:01	13.366	92.79	24.52
20160712 03:30:00	13.906	92.87	23.72
20160712 04:00:00	13.871	93.16	26.93
20160712 04:30:00	13.262	93.90	29.63
20160712 05:00:01	14.157	93.85	25.85
20160712 05:30:00	13.475	94.36	26.56
20160712 06:00:00	18.567	94.21	23.34
20160712 06:30:00	13.646	93.75	26.35
20160712 07:00:00	12.984	93.32	27.42
20160712 07:30:00	15.085	92.67	25.18
20160712 08:00:00	18.93	92.45	26.99
20160712 08:30:00	12.204	93.97	26.77
20160712 09:00:00	14.365	93.05	27.18
20160712 09:30:00	13.649	93.18	26.91
20160712 10:00:01	13.92	93.17	28.77
20160712 10:30:00	13.321	93.19	24.50
20160712 11:00:00	13.015	92.20	26.58
20160712 11:30:00	22.707	91.70	23.21
20160712 12:00:01	14.197	93.19	26.52
20160712 12:30:00	14.374	92.70	21.04
20160712 13:00:00	15.605	91.28	24.23
20160712 13:30:00	14.345	91.85	26.43
20160712 14:00:00	error	error	error
20160712 14:30:00	20.785	90.36	25.30
20160712 15:00:00	error	error	error
20160712 15:30:00	15.758	92.64	26.18
20160712 16:00:00	15.26	93.23	23.26
20160712 16:30:00	14.62	93.69	25.54
20160712 17:00:01	20.681	93.22	24.77
20160712 17:30:01	16.141	90.55	25.60
20160712 18:00:00	13.396	92.62	23.99
20160712 18:30:00	13.581	92.96	25.33
20160712 19:00:01	14.976	92.00	31.41
20160712 19:30:00	19.315	91.72	25.05
20160712 20:00:00	error	error	error
20160712 20:30:00	13.865	90.76	24.26
20160712 21:00:01	17.654	92.56	26.95
20160712 21:30:00	18.151	91.55	29.08
20160712 22:00:00	to	of	timed
20160712 22:30:00	17.144	92.80	27.30
20160712 23:00:01	13.133	93.20	28.51
20160712 23:30:00	14.345	91.79	22.01
20160713 00:00:00	to	of	timed
20160713 00:30:00	19.061	90.99	23.71
20160713 01:00:00	to	of	timed
20160713 01:30:00	15.088	93.26	24.60
20160713 02:00:00	to	of	timed
20160713 02:30:00	13.971	93.77	25.77
20160713 03:00:00	to	of	timed
20160713 03:30:00	13.128	93.91	26.47
20160713 04:00:01	13.782	94.40	30.43
20160713 04:30:00	13.246	94.31	23.86
20160713 05:00:00	to	of	timed
20160713 05:30:00	12.528	93.65	26.14
20160713 06:00:00	13.87	93.18	28.94
20160713 06:30:00	13.786	94.39	25.52
20160713 07:00:00	to	of	timed
20160713 07:30:00	14.372	93.44	25.67
20160713 08:00:00	13.635	92.33	26.02
20160713 08:30:00	14.926	90.79	26.32
20160713 09:00:00	to	of	timed
20160713 09:30:00	14.03	92.76	27.42
20160713 10:00:00	to	of	timed
20160713 10:30:00	13.906	92.65	29.68
20160713 11:00:00	18.916	89.19	26.16
20160713 11:30:00	15.258	93.41	27.45
20160713 12:00:00	error	error	error
20160713 12:30:00	13.882	92.39	23.32
20160713 13:00:00	to	of	timed
20160713 13:30:01	13.605	92.59	28.02
20160713 14:00:00	15.561	91.64	27.17
20160713 14:30:00	14.241	88.98	21.64
20160713 15:00:00	to	of	timed
20160713 15:30:00	13.423	93.34	24.89
20160713 16:00:00	14.94	90.62	26.61
20160713 16:30:00	18.074	92.99	24.12
20160713 17:00:00	18.336	93.31	26.64
20160713 17:30:00	24.317	91.55	26.36
20160713 18:00:01	13.542	91.37	27.34
20160713 18:30:01	16.107	92.59	29.24
20160713 19:00:00	13.511	91.59	24.00
20160713 19:30:00	13.803	92.56	28.83
20160713 20:00:00	14.552	93.17	26.33
20160713 20:30:00	17.792	91.11	27.90
20160713 21:00:00	14.235	91.75	27.84
20160713 21:30:00	15.022	90.46	25.32
20160713 22:00:00	14.041	93.00	25.55
20160713 22:30:01	19.3	92.45	26.51
20160713 23:00:00	14.462	93.21	24.29
20160713 23:30:01	14.289	93.21	30.10
20160714 00:00:00	14.123	93.11	27.88
20160714 00:30:00	13.391	93.77	25.80
20160714 01:00:00	12.245	93.14	26.01
20160714 01:30:00	13.586	93.70	28.23
20160714 02:00:00	13.687	93.43	28.44
20160714 02:30:00	13.397	93.58	27.23
20160714 03:00:00	13.491	93.96	26.60
20160714 03:30:00	12.99	94.36	25.53
20160714 04:00:00	15.988	94.38	26.90
20160714 04:30:00	12.802	94.19	25.31
20160714 05:00:00	13.773	94.14	25.39
20160714 05:30:00	12.477	94.35	25.87
20160714 06:00:00	13.388	94.18	24.35
20160714 06:30:00	12.521	94.09	28.59
20160714 07:00:00	13.097	94.07	27.24
20160714 07:30:00	13.713	94.26	26.72
20160714 08:00:00	14.97	93.94	25.79
20160714 08:30:00	13.091	91.73	25.40
20160714 09:00:00	263.925	93.86	26.70
20160714 09:30:00	13.083	93.97	29.42
20160714 10:00:00	13.393	92.29	25.03
20160714 10:30:00	13.499	93.03	26.70
20160714 11:00:00	13.424	91.09	23.18
20160714 11:30:00	17.575	90.90	21.89
20160714 12:00:00	14.81	93.77	25.92
20160714 12:30:00	13.644	89.65	26.40
20160714 13:00:00	13.907	87.64	24.55
20160714 13:30:00	13.447	85.08	26.14
20160714 14:00:00	13.299	89.43	26.15
20160714 14:30:00	12.957	92.40	29.07
20160714 15:00:00	14.095	90.79	26.55
20160714 15:30:00	17.698	88.27	23.21
20160714 16:00:00	16.06	91.38	26.13
20160714 16:30:00	14.524	67.21	23.68
20160714 17:00:00	30.961	34.04	19.00
20160714 17:30:00	18.451	75.65	19.01
20160714 18:00:00	13.522	93.27	28.46
20160714 18:30:00	195.109	82.74	22.96
20160714 19:00:01	206.281	68.92	20.60
20160714 19:30:00	55.606	51.00	27.86
20160714 20:00:00	203.007	4.21	13.24
20160714 20:30:00	39.694	5.24	15.51
20160714 21:00:00	37.882	23.93	13.73
20160714 21:30:00	53.389	2.79	9.11
20160714 22:00:00	16.966	32.55	18.73
20160714 22:30:00	12.879	87.80	24.50
20160714 23:00:00	14.292	89.05	22.60
20160714 23:30:00	14.723	89.67	26.01
20160715 00:00:00	53.035	90.95	23.33
20160715 00:30:00	16.37	78.43	25.23
20160715 01:00:00	13.823	91.81	26.29
20160715 01:30:00	13.695	89.95	26.20
20160715 02:00:00	13.526	92.32	25.05
20160715 02:30:00	15.224	93.13	26.92
20160715 03:00:00	13.707	93.14	27.48
20160715 03:30:00	13.306	93.76	25.34
20160715 04:00:00	19.102	93.79	25.18
20160715 04:30:00	15.621	94.31	26.86
20160715 05:00:01	13.021	93.82	29.45
20160715 05:30:00	12.225	94.22	29.01
20160715 06:00:00	11.593	94.38	27.77
20160715 06:30:00	11.648	94.16	25.92
20160715 07:00:00	13.299	94.15	23.83
20160715 07:30:00	13.836	91.87	24.80
20160715 08:00:01	13.051	92.45	27.45
20160715 08:30:00	13.887	86.69	27.67
20160715 09:00:00	13.353	90.11	27.45
20160715 09:30:00	13.118	92.84	27.66
20160715 10:00:00	13.457	88.65	25.20
20160715 10:30:00	11.89	93.13	24.77
20160715 11:00:00	13.417	82.50	22.17
20160715 11:30:01	13.421	77.49	24.42
20160715 12:00:00	13.647	76.72	23.82
20160715 12:30:00	13.955	82.75	21.87
20160715 13:00:00	184.372	88.85	25.44
20160715 13:30:00	14.24	88.39	19.45
20160715 14:00:00	27.8	7.16	16.77
20160715 14:30:00	24.841	85.93	24.60
20160715 15:00:00	14.656	90.83	24.58
20160715 15:30:00	13.879	73.59	23.73
20160715 16:00:00	80.997	5.57	12.72
20160715 16:30:00	27.513	45.81	19.61
20160715 17:00:00	29.76	31.74	17.28
20160715 17:30:00	21.176	24.83	18.29
20160715 18:00:00	error	error	error
20160715 18:30:01	226.757	2.10	14.54
20160715 19:00:01	error	error	error
20160715 19:30:00	error	error	error
20160715 20:00:00	268.688	1.95	12.08
20160715 20:30:00	error	error	error
20160715 21:00:00	error	error	error
20160715 21:30:00	58.84	4.06	15.61
20160715 22:00:00	error	error	error
20160715 22:30:00	error	error	error
20160715 23:00:00	error	error	error
20160715 23:30:00	54.597	2.02	7.29
20160716 00:00:00	17.693	56.67	20.19
20160716 00:30:00	13.732	35.00	24.94
20160716 01:00:00	187.551	88.90	23.61
20160716 01:30:00	11.175	92.92	25.83
20160716 02:00:00	10.22	92.25	28.42
20160716 02:30:00	11.118	93.15	27.25
20160716 03:00:00	13.487	91.62	29.07
20160716 03:30:01	13.464	93.58	28.07
20160716 04:00:00	13.173	93.44	26.17
20160716 04:30:00	13.596	93.88	29.12
20160716 05:00:00	12.032	94.26	26.94
20160716 05:30:00	14.649	94.05	25.77
20160716 06:00:00	12.851	94.39	28.39
20160716 06:30:00	13.129	94.20	28.86
20160716 07:00:00	13.218	94.15	28.57
20160716 07:30:00	13.505	78.55	27.64
20160716 08:00:00	13.76	93.20	24.45
20160716 08:30:00	13.537	82.59	21.96
20160716 09:00:00	13.829	93.64	25.87
20160716 09:30:00	13.38	92.69	24.36
20160716 10:00:00	246.071	45.71	25.39
20160716 10:30:00	14.39	90.77	21.72
20160716 11:00:00	14.723	93.87	27.98
20160716 11:30:00	15.262	87.95	24.95
20160716 12:00:00	14.391	89.00	22.98
